Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
1996,07,BETANIA,ANTIOQUIA,GRUPO PARAMILITAR,1,5.727081285,-75.98689107
1998,05,YUMBO,VALLE DEL CAUCA,GUERRILLA,1,3.595913669,-76.5109879
2000,10,LEBRIJA,SANTANDER,GUERRILLA,1,7.204060063,-73.29138097
2003,03,GUADALAJARA DE BUGA,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,3.819854318,-75.98312419
2005,07,FORTUL,ARAUCA,GUERRILLA,1,6.750907234,-71.79124241
0000,00,YONDO,ANTIOQUIA,GUERRILLA,1,6.925159318,-74.15824041
2002,11,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
2001,07,BARRANCABERMEJA,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,7.054074558,-73.78211646
1999,00,COPACABANA,ANTIOQUIA,GRUPO PARAMILITAR,1,6.351882893,-75.50075633
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
0000,00,BARRANCOMINAS,GUAINIA,GUERRILLA,2,3.140558454,-69.69713423
1996,12,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2002,06,BOLIVAR,CAUCA,GUERRILLA,1,1.853951938,-76.96337454
0000,00,BOLIVAR,CAUCA,GUERRILLA,1,1.853951938,-76.96337454
1998,02,PUERTO ASIS,PUTUMAYO,GUERRILLA,2,0.433884539,-76.52158203
0000,00,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,1,0.433884539,-76.52158203
2003,12,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,1,0.433884539,-76.52158203
2002,12,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,1,0.433884539,-76.52158203
2001,11,SANTUARIO,RISARALDA,GRUPO PARAMILITAR,1,5.076100313,-76.02286946
1986,00,SIN INFORMACION,SUCRE,GUERRILLA,1,9.064941448,-75.10981755
1993,12,AMALFI,ANTIOQUIA,GUERRILLA,1,6.977788843,-74.9812393
2001,00,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,1,4,-72
1991,00,NECOCLI,ANTIOQUIA,GUERRILLA,1,8.493728551,-76.67699588
1992,02,SIN INFORMACION,SIN INFORMACION,GUERRILLA,2,4,-72
1994,00,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
1991,09,CHIRIGUANA,CESAR,GUERRILLA,1,9.426648354,-73.54797894
2000,00,CHIVOLO,MAGDALENA,GRUPO PARAMILITAR,1,10.09951961,-74.52606667
2006,00,CARTAGENA DEL CHAIRA,CAQUETA,GUERRILLA,1,0.647693081,-74.27235499
2002,02,CONTRATACION,SANTANDER,GRUPO PARAMILITAR,1,6.303116611,-73.50211527
1998,00,CHIVOLO,MAGDALENA,GRUPO ARMADO NO IDENTIFICADO,1,10.09951961,-74.52606667
2002,09,CHIA,CUNDINAMARCA,GRUPO PARAMILITAR,1,4.857823671,-74.03809539
2002,09,CHAPARRAL,TOLIMA,GRUPO PARAMILITAR,2,3.743693084,-75.58986634
2009,07,PUERTO LEGUIZAMO,PUTUMAYO,GUERRILLA,1,0.05947197,-75.06479327
0000,00,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
1998,00,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2001,04,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
1993,00,SEGOVIA,ANTIOQUIA,GUERRILLA,1,7.26692339,-74.62163926
1995,09,TIBU,NORTE DE SANTANDER,GUERRILLA,1,8.713507237,-72.79925855
2004,10,TAME,ARAUCA,GRUPO PARAMILITAR,1,6.390650479,-71.79178647
2004,10,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,7.905613,-72.508577
0000,00,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
0000,00,PUERTO LLERAS,META,GUERRILLA,1,3.193092925,-73.23671436
0000,00,TOPAIPI,CUNDINAMARCA,AGENTE DEL ESTADO,1,5.355688386,-74.28963994
0000,00,URRAO,ANTIOQUIA,GUERRILLA,1,6.33534134,-76.25906482
1992,00,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
2000,00,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
1991,00,SAN CAYETANO,NORTE DE SANTANDER,GUERRILLA,1,7.847872195,-72.60971203
1995,05,FUNDACION,MAGDALENA,GRUPO PARAMILITAR,1,10.45937818,-73.88406518
2003,02,VALLE DEL GUAMUEZ,PUTUMAYO,GRUPO PARAMILITAR,1,0.42012589,-76.77067026
1993,00,FRONTINO,ANTIOQUIA,GUERRILLA,1,6.691364773,-76.33199656
1996,11,SAN VICENTE FERRER,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.310387522,-75.32740163
1965,04,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,2,4.316107698,-74.1810727
1965,01,SIN INFORMACION,BOYACA,CRIMEN ORGANIZADO,2,7.011836379,-71.98133834
1963,04,MONTENEGRO,QUINDIO,CRIMEN ORGANIZADO,2,4.521890945,-75.81806594
1971,02,CIMITARRA,SANTANDER,GUERRILLA,8,6.40972961,-74.17030427
1999,00,LEJANIAS,META,GUERRILLA,1,3.614714873,-74.09628467
1987,04,SAN ALBERTO,CESAR,GUERRILLA,1,7.769815987,-73.47218888
1995,00,AGUACHICA,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.248735219,-73.6227405
1986,12,ITAGÜI,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.179279438,-75.6142037
0000,00,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
1994,06,PUERTO PARRA,SANTANDER,GUERRILLA,1,6.685278856,-73.95761256
2007,08,LA CEJA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,2,5.992524843,-75.43086935
2000,01,LEJANIAS,META,GUERRILLA,1,3.614714873,-74.09628467
2005,01,BRICEÑO,ANTIOQUIA,GRUPO PARAMILITAR,2,7.111788462,-75.56223474
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
2005,06,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
1984,07,PAILITAS,CESAR,GUERRILLA,1,8.938916143,-73.57247213
1985,00,YACOPI,CUNDINAMARCA,GUERRILLA,1,5.591910157,-74.36480865
1985,06,PATIA,CAUCA,GUERRILLA,1,2.157983906,-77.0465762
2016,04,QUIBDO,CHOCO,GUERRILLA,2,5.7543229,-76.65015147
2016,05,OCAÑA,NORTE DE SANTANDER,GUERRILLA,1,8.206637527,-73.33765033
2016,05,EL TARRA,NORTE DE SANTANDER,GUERRILLA,1,8.678263671,-73.0317597
2016,05,EL TARRA,NORTE DE SANTANDER,GUERRILLA,2,8.656023751,-72.95593219
2016,05,EL TARRA,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,2,8.678263671,-73.0317597
2014,10,AGUAZUL,CASANARE,GUERRILLA,1,5.126121886,-72.54821017
1998,07,GRANADA,META,GRUPO ARMADO NO IDENTIFICADO,1,3.441051399,-73.7611547
2004,10,CIUDAD BOLIVAR,ANTIOQUIA,GUERRILLA,2,5.840995666,-76.01065253
1992,11,SAN PEDRO DE URABA,ANTIOQUIA,GUERRILLA,1,8.37915695,-76.31664233
0000,00,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,1,4,-72
2006,08,CHAPARRAL,TOLIMA,GRUPO POSDESMOVILIZACIÓN,2,3.743693084,-75.58986634
2001,03,CAÑASGORDAS,ANTIOQUIA,GUERRILLA,1,6.814950023,-76.02689632
2001,03,SIN INFORMACION,ANTIOQUIA,GUERRILLA,1,6.702032125,-75.50455704
2001,04,URAMITA,ANTIOQUIA,GUERRILLA,1,6.913916924,-76.13318514
2001,05,CAMPAMENTO,ANTIOQUIA,GUERRILLA,1,7.036017478,-75.28766178
2001,06,YARUMAL,ANTIOQUIA,GUERRILLA,1,6.9881309,-75.45439957
2001,03,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2001,05,SAN JACINTO,BOLIVAR,GRUPO PARAMILITAR,2,9.835362011,-75.10609201
2001,04,OCAÑA,NORTE DE SANTANDER,GUERRILLA,2,8.206637527,-73.33765033
1999,10,PAILITAS,CESAR,GRUPO PARAMILITAR,1,8.938916143,-73.57247213
2004,05,BECERRIL,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,9.727732939,-73.25250522
1984,10,CIMITARRA,SANTANDER,GUERRILLA,1,6.40972961,-74.17030427
1984,10,CIMITARRA,SANTANDER,GUERRILLA,1,6.40972961,-74.17030427
2006,06,CASABIANCA,TOLIMA,GUERRILLA,1,5.007003948,-75.19457703
2005,04,MILAN,CAQUETA,GUERRILLA,1,1.146692554,-75.38664764
2005,04,MILAN,CAQUETA,GUERRILLA,1,1.146692554,-75.38664764
1984,09,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
2005,06,SOLANO,CAQUETA,GUERRILLA,1,0.096131862,-72.32036402
2005,08,SOLANO,CAQUETA,GUERRILLA,1,0.096131862,-72.32036402
2005,00,ARAUQUITA,ARAUCA,GUERRILLA,2,6.799338394,-71.29827429
2008,07,PATIA,CAUCA,GRUPO ARMADO NO IDENTIFICADO,3,2.157983906,-77.0465762
2008,01,EL TARRA,NORTE DE SANTANDER,GUERRILLA,1,8.678263671,-73.0317597
1996,09,BETANIA,ANTIOQUIA,GRUPO PARAMILITAR,1,5.727081285,-75.98689107
1997,06,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
1983,12,YACOPI,CUNDINAMARCA,GRUPO PARAMILITAR,1,5.591910157,-74.36480865
1986,03,TURBO,ANTIOQUIA,GUERRILLA,2,8.173851745,-76.5740377
1986,08,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
1997,07,PUERTO WILCHES,SANTANDER,GRUPO PARAMILITAR,1,7.398198257,-73.8354696
1998,06,SEGOVIA,ANTIOQUIA,GUERRILLA,12,7.26692339,-74.62163926
2001,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
2001,12,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.649822218,-76.72039347
2002,02,VILLANUEVA,LA GUAJIRA,GRUPO PARAMILITAR,1,10.58364755,-72.97520286
2003,02,ZAPAYAN,MAGDALENA,GRUPO PARAMILITAR,2,10.11779893,-74.69115456
2003,04,VALLEDUPAR,CESAR,GRUPO PARAMILITAR,1,10.21890277,-73.45784764
2004,02,TENJO,CUNDINAMARCA,GRUPO PARAMILITAR,2,4.838548601,-74.14680287
2007,00,EL ROSARIO,NARIÑO,GRUPO POSDESMOVILIZACIÓN,1,1.887689437,-77.48319589
2007,11,PUERTO ASIS,PUTUMAYO,GUERRILLA,1,0.433884539,-76.52158203
2008,00,SAMANIEGO,NARIÑO,GRUPO POSDESMOVILIZACIÓN,2,1.430555262,-77.69179559
2008,10,RIOSUCIO,CHOCO,GUERRILLA,2,7.375606,-77.35636
2014,03,ARAUCA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,3,6.796280825,-70.50921153
1977,06,TORIBIO,CAUCA,GUERRILLA,4,2.975771999,-76.20331566
1977,04,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
1977,03,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
2002,02,CURILLO,CAQUETA,GRUPO PARAMILITAR,1,1.115379292,-75.97328452
2009,11,ARGELIA,CAUCA,GRUPO POSDESMOVILIZACIÓN,2,2.329337283,-77.26314906
2013,07,EL RETORNO,GUAVIARE,GUERRILLA,1,2.143447362,-72.24364869
2011,05,LA LLANADA,NARIÑO,GRUPO POSDESMOVILIZACIÓN,2,1.541847847,-77.61781608
2008,05,IBAGUE,TOLIMA,GUERRILLA,1,4.451921427,-75.252591
2001,02,IBAGUE,TOLIMA,GUERRILLA,1,4.451921427,-75.252591
1993,08,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1976,12,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
1977,01,ALGECIRAS,HUILA,GUERRILLA,1,2.49785068,-75.29134946
1977,02,TORIBIO,CAUCA,GUERRILLA,1,2.975771999,-76.20331566
1977,09,SANTA MARTA,MAGDALENA,CRIMEN ORGANIZADO,3,11.12189436,-73.88527855
1977,08,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1977,02,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
1977,02,LA MACARENA,META,GUERRILLA,1,2.161863917,-74.09488076
1977,06,BARAYA,HUILA,GUERRILLA,1,3.135423634,-74.95797796
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1984,09,SIN INFORMACION,SIN INFORMACION,OTRO ¿CUÁL?,1,4,-72
1999,02,LA MONTAÑITA,CAQUETA,GRUPO PARAMILITAR,1,1.302860442,-75.23572732
1982,06,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.650173,-74.107359
2000,09,MARQUETALIA,CALDAS,GRUPO PARAMILITAR,2,5.309142491,-75.04117892
2002,08,FLORENCIA,CAQUETA,GRUPO PARAMILITAR,1,1.749138704,-75.55823906
2000,00,AGUAZUL,CASANARE,GRUPO PARAMILITAR,1,5.126121886,-72.54821017
1999,00,FLORENCIA,CAQUETA,GRUPO PARAMILITAR,1,1.749138704,-75.55823906
2002,12,SIN INFORMACION,SIN INFORMACION,GUERRILLA,2,4,-72
2003,03,SUAREZ,CAUCA,GUERRILLA,4,2.936865997,-76.7458243
2009,11,SIN INFORMACION,ARAUCA,GUERRILLA,1,6.569577215,-70.96732394
2008,07,ARGELIA,CAUCA,GRUPO POSDESMOVILIZACIÓN,4,2.329337283,-77.26314906
2008,04,SIN INFORMACION,CAUCA,GRUPO POSDESMOVILIZACIÓN,3,4,-72
2007,06,SANTANDER DE QUILICHAO,CAUCA,GUERRILLA,3,2.984467338,-76.49873145
2006,06,MEDIO ATRATO,CHOCO,GUERRILLA,2,6.033880098,-76.6734697
2008,07,SIN INFORMACION,NARIÑO,GUERRILLA,2,4,-72
2006,06,LA LLANADA,NARIÑO,GUERRILLA,2,1.541847847,-77.61781608
2003,03,ACHI,BOLIVAR,GUERRILLA,3,8.622943262,-74.47805945
1985,07,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,2,3.399043723,-76.57649259
2016,01,EL BAGRE,ANTIOQUIA,GRUPO POSDESMOVILIZACIÓN,5,7.704633351,-74.66427726
2014,08,RIO IRO,CHOCO,GRUPO POSDESMOVILIZACIÓN,1,5.190995015,-76.41996151
2013,00,RIO IRO,CHOCO,GUERRILLA,2,5.190995015,-76.41996151
2014,03,SAN JUAN DE ARAMA,META,GUERRILLA,5,3.289851171,-73.81635243
2005,12,PUERTO ASIS,PUTUMAYO,GRUPO PARAMILITAR,1,0.433884539,-76.52158203
2005,11,OVEJAS,SUCRE,GUERRILLA,2,9.549655271,-75.18855916
2014,10,IBAGUE,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,1,4.451921427,-75.252591
0000,11,SIN INFORMACION,ANTIOQUIA,GUERRILLA,1,6.702032125,-75.50455704
2010,04,ARAUQUITA,ARAUCA,GUERRILLA,2,6.799338394,-71.29827429
2011,07,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
2010,07,BAJO BAUDO,CHOCO,GRUPO POSDESMOVILIZACIÓN,1,4.492865435,-77.08271352
2010,02,MILAN,CAQUETA,GUERRILLA,3,1.146692554,-75.38664764
2002,06,VALPARAISO,CAQUETA,GRUPO PARAMILITAR,1,1.07534915,-75.73779004
1997,05,ISTMINA,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,4.586818665,-77.00090737
1984,12,CUCUTA,NORTE DE SANTANDER,GUERRILLA,1,8.112041811,-72.48862641
1989,08,TAMALAMEQUE,CESAR,GUERRILLA,3,8.902075012,-73.7633962
0000,00,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
1993,05,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO PARAMILITAR,1,4.316107698,-74.1810727
1987,00,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,1,4,-72
2000,07,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,2,7.054074558,-73.78211646
2003,06,BARBACOAS,NARIÑO,GUERRILLA,1,1.44563774,-78.15621072
0000,00,LIBANO,TOLIMA,GRUPO PARAMILITAR,1,4.877936755,-75.04763076
1990,04,CACHIRA,NORTE DE SANTANDER,GUERRILLA,1,7.684188896,-73.12939481
1997,00,SIN INFORMACION,CAQUETA,GUERRILLA,1,4,-72
2004,04,CAMPOALEGRE,HUILA,GUERRILLA,3,2.658666675,-75.32943803
2002,02,CAPARRAPI,CUNDINAMARCA,GRUPO PARAMILITAR,1,5.381501399,-74.52123595
2003,03,CHAMEZA,CASANARE,GRUPO PARAMILITAR,1,5.228453404,-72.86496804
2003,01,CHAMEZA,CASANARE,GUERRILLA,1,5.228453404,-72.86496804
2000,04,CIENAGA,MAGDALENA,GRUPO PARAMILITAR,1,10.85754552,-74.02500493
1993,08,CHOACHI,CUNDINAMARCA,GUERRILLA,1,4.578183896,-73.95290054
1988,10,CIMITARRA,SANTANDER,GUERRILLA,2,6.40972961,-74.17030427
2001,01,CONVENCION,NORTE DE SANTANDER,GUERRILLA,1,8.873159895,-73.20007769
2001,03,CIMITARRA,SANTANDER,GRUPO PARAMILITAR,1,6.40972961,-74.17030427
2002,00,LA MONTAÑITA,CAQUETA,GUERRILLA,1,1.302860442,-75.23572732
0000,00,SIN INFORMACION,SIN INFORMACION,GRUPO PARAMILITAR,1,4,-72
2000,07,BARBOSA,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,5.955617327,-73.62345229
0000,00,SIN INFORMACION,VICHADA,GUERRILLA,1,6.186864187,-67.484
2002,05,AGUAZUL,CASANARE,GRUPO PARAMILITAR,1,5.126121886,-72.54821017
0000,00,CUCUTA,NORTE DE SANTANDER,GUERRILLA,1,8.112041811,-72.48862641
2006,04,CUBARA,BOYACA,GUERRILLA,1,6.886954878,-72.18156285
2006,00,CORINTO,CAUCA,GUERRILLA,1,3.136753606,-76.20964569
1995,07,CORDOBA,BOLIVAR,GUERRILLA,1,9.540047515,-74.89445635
1998,04,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.112041811,-72.48862641
1995,00,CONVENCION,NORTE DE SANTANDER,GUERRILLA,3,8.873159895,-73.20007769
1991,07,CURUMANI,CESAR,GUERRILLA,2,9.238771332,-73.48810861
1999,12,CURILLO,CAQUETA,GUERRILLA,9,1.115379292,-75.97328452
2002,08,CURILLO,CAQUETA,GUERRILLA,1,1.115379292,-75.97328452
2008,11,PUERTO GUZMAN,PUTUMAYO,GUERRILLA,1,1.037831042,-75.98634285
1995,12,CUCUTA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.112041811,-72.48862641
1997,00,CUCUTA,NORTE DE SANTANDER,GUERRILLA,2,8.112041811,-72.48862641
1998,08,MIRAFLORES,GUAVIARE,GUERRILLA,131,1.337539,-71.950416
1994,09,BELEN DE UMBRIA,RISARALDA,GRUPO ARMADO NO IDENTIFICADO,1,5.200398696,-75.86793893
1991,01,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2002,12,ZIPAQUIRA,CUNDINAMARCA,GUERRILLA,1,5.06631685,-74.04960323
2010,05,FLORENCIA,CAQUETA,GUERRILLA,1,1.749138704,-75.55823906
1999,00,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
1996,04,EL PLAYON,SANTANDER,GUERRILLA,1,7.524284721,-73.18158192
1991,01,QUINCHIA,RISARALDA,GUERRILLA,1,5.323906864,-75.71339683
1976,03,REMEDIOS,ANTIOQUIA,GUERRILLA,2,6.997267375,-74.55865652
1976,05,SIMITI,BOLIVAR,GUERRILLA,7,7.851315534,-73.98371609
1976,10,PUERTO BERRIO,ANTIOQUIA,GUERRILLA,1,6.481922267,-74.5287421
1977,01,PUERTO RICO,CAQUETA,GUERRILLA,1,2.018940891,-75.07308627
1977,11,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
1977,12,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1979,06,INZA,CAUCA,GUERRILLA,7,2.499058783,-76.13762531
1979,11,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
1979,12,TURBO,ANTIOQUIA,GUERRILLA,1,8.173851745,-76.5740377
1981,11,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2001,08,SANTA SOFIA,BOYACA,GUERRILLA,2,5.731602716,-73.60366287
2001,09,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2001,10,MEDELLIN,ANTIOQUIA,GUERRILLA,2,6.257590259,-75.61103107
2001,10,PAEZ,BOYACA,GUERRILLA,2,5.095211035,-73.00435863
2001,11,GÜEPSA,SANTANDER,GUERRILLA,2,6.04656148,-73.57847854
2001,12,SIN INFORMACION,SIN INFORMACION,GUERRILLA,2,4,-72
2001,12,LA PLATA,HUILA,GUERRILLA,1,2.328076586,-76.00117299
2002,03,MAGANGUE,BOLIVAR,GUERRILLA,2,9.053135895,-74.70539318
2002,06,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
2007,05,TULUA,VALLE DEL CAUCA,GUERRILLA,1,4.02840797,-76.03250379
2008,05,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,1,9.699819876,-75.15793573
2008,06,FRONTERA VENEZUELA,EXTERIOR,GUERRILLA,2,9.1,-72.73
2008,10,FRONTERA VENEZUELA,EXTERIOR,GUERRILLA,1,9.1,-72.73
2008,10,ARAUCA,ARAUCA,GUERRILLA,1,6.796280825,-70.50921153
2008,11,ARAUCA,ARAUCA,GUERRILLA,5,6.796280825,-70.50921153
2009,04,COTA,CUNDINAMARCA,GRUPO POSDESMOVILIZACIÓN,3,4.76754674,-74.1415583
2011,06,SAN JOSE DEL GUAVIARE,GUAVIARE,GUERRILLA,1,2.484286091,-71.91916993
2011,09,PUERTO LEGUIZAMO,PUTUMAYO,GUERRILLA,1,0.05947197,-75.06479327
2011,11,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2012,01,SIN INFORMACION,SIN INFORMACION,GUERRILLA,4,4,-72
2013,03,CONDOTO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,5.070586101,-76.50701751
2012,04,POPAYAN,CAUCA,GUERRILLA,1,2.471704362,-76.59194419
2013,09,CONDOTO,CHOCO,GUERRILLA,1,5.070586101,-76.50701751
2014,02,FORTUL,ARAUCA,GUERRILLA,2,6.750907234,-71.79124241
2014,11,QUIBDO,CHOCO,GUERRILLA,3,5.7543229,-76.65015147
2005,03,URIBE,META,GUERRILLA,5,3.047726858,-74.43066134
2001,08,SAN MARTIN,META,GUERRILLA,1,3.515860962,-72.65672742
1981,12,MEDELLIN,ANTIOQUIA,GRUPO PARAMILITAR,1,6.257590259,-75.61103107
1982,05,LA PAZ,CESAR,GUERRILLA,1,10.24440562,-73.07824569
1985,00,PLANADAS,TOLIMA,GUERRILLA,1,3.09897343,-75.81684413
1985,00,TAME,ARAUCA,GUERRILLA,3,6.390650479,-71.79178647
1985,06,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
1985,08,GIRON,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,6.976734127,-73.205267
1985,08,SIN INFORMACION,HUILA,GUERRILLA,11,4,-72
1985,12,TIBU,NORTE DE SANTANDER,GUERRILLA,1,8.713507237,-72.79925855
1985,12,TIBU,NORTE DE SANTANDER,GUERRILLA,1,8.713507237,-72.79925855
2000,04,ACHI,BOLIVAR,GUERRILLA,1,8.622943262,-74.47805945
1997,08,RIOSUCIO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,7.375606,-77.35636
2001,07,BECERRIL,CESAR,GRUPO PARAMILITAR,1,9.727732939,-73.25250522
2003,12,PUERTO RICO,CAQUETA,GUERRILLA,3,2.018940891,-75.07308627
2001,00,RIOSUCIO,CHOCO,GRUPO ARMADO NO IDENTIFICADO,1,7.375606,-77.35636
2000,10,CUMARIBO,VICHADA,GUERRILLA,1,4.262454746,-69.52140484
0000,00,EL DONCELLO,CAQUETA,GUERRILLA,1,1.713734697,-75.26878109
2010,05,FLORENCIA,CAQUETA,GUERRILLA,1,1.749138704,-75.55823906
0000,00,SARAVENA,ARAUCA,GUERRILLA,1,6.906941714,-71.85070757
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
0000,00,PASTO,NARIÑO,GRUPO PARAMILITAR,1,1.083605497,-77.20610074
0000,00,SIN INFORMACION,RISARALDA,GRUPO PARAMILITAR,1,5.459370823,-72
0000,00,AGUACHICA,CESAR,GRUPO PARAMILITAR,1,8.248735219,-73.6227405
0000,00,SIN INFORMACION,SIN INFORMACION,GUERRILLA,1,4,-72
1987,07,LA MONTAÑITA,CAQUETA,GUERRILLA,1,1.302860442,-75.23572732
1987,11,SIBUNDOY,PUTUMAYO,GUERRILLA,1,1.228746922,-76.91307585
1988,07,SABANA DE TORRES,SANTANDER,GRUPO PARAMILITAR,1,7.4065422,-73.57131807
1989,00,OCAÑA,NORTE DE SANTANDER,GUERRILLA,1,8.206637527,-73.33765033
1989,00,PEREIRA,RISARALDA,GUERRILLA,1,4.803662773,-75.79579093
1989,06,MONTELIBANO,CORDOBA,GRUPO ARMADO NO IDENTIFICADO,1,7.866432635,-75.87533926
1991,02,TIMANA,HUILA,GUERRILLA,1,1.950715226,-75.91757649
1991,10,TIBU,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.713507237,-72.79925855
1992,00,YOLOMBO,ANTIOQUIA,GUERRILLA,1,6.64442786,-75.02990266
1992,09,OCAÑA,NORTE DE SANTANDER,GUERRILLA,1,8.206637527,-73.33765033
1994,00,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
1995,00,PELAYA,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.764116734,-73.63295546
1995,07,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
1995,07,SUCRE,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,5.983203734,-73.95936235
1995,09,VALLEDUPAR,CESAR,GUERRILLA,1,10.460472,-73.259398
1996,05,PRADO,TOLIMA,GUERRILLA,1,3.729166649,-74.87247706
1996,09,RISARALDA,CALDAS,GRUPO ARMADO NO IDENTIFICADO,1,5.097563816,-75.73335166
1997,00,RIOSUCIO,CALDAS,GUERRILLA,1,5.442275418,-75.75220499
1997,01,EL CALVARIO,META,GRUPO ARMADO NO IDENTIFICADO,1,4.353769888,-73.71441684
1997,02,CUBARA,BOYACA,GUERRILLA,2,7.000093,-72.110688
1997,09,SAN AGUSTIN,HUILA,GUERRILLA,2,1.924165493,-76.4165655
