Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
1997,12,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,10,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
1999,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
2001,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
2001,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
2002,01,QUINCHIA,RISARALDA,GUERRILLA,3,5.270053202,-75.66689599
2002,06,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
2002,11,QUINCHIA,RISARALDA,GUERRILLA,1,5.270053202,-75.66689599
2002,11,QUINCHIA,RISARALDA,GUERRILLA,2,5.270053202,-75.66689599
2003,09,QUINCHIA,RISARALDA,GUERRILLA,2,5.270053202,-75.66689599
2006,04,QUINCHIA,RISARALDA,GUERRILLA,2,5.270053202,-75.66689599
2004,04,QUINCHIA,RISARALDA,GUERRILLA,1,5.317219829,-75.73454952
2001,04,SANTUARIO,RISARALDA,GUERRILLA,1,5.055537559,-75.95090043
2001,04,SANTUARIO,RISARALDA,GUERRILLA,1,5.055537559,-75.95090043
2001,04,SANTUARIO,RISARALDA,GUERRILLA,1,5.055537559,-75.95090043
2001,04,SANTUARIO,RISARALDA,GUERRILLA,1,5.055537559,-75.95090043
2001,08,SANTUARIO,RISARALDA,GUERRILLA,1,5.055537559,-75.95090043
2001,08,BUCARAMANGA,SANTANDER,GRUPO PARAMILITAR,1,7.116381,-73.132582
2003,01,ALBANIA,SANTANDER,GUERRILLA,1,5.811189889,-73.77047826
2003,03,BARBOSA,SANTANDER,GUERRILLA,1,5.964927313,-73.60302343
2002,11,BARBOSA,SANTANDER,GUERRILLA,1,5.93222,-73.644411
1997,08,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.165216335,-73.84913101
2002,02,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,6.905795,-73.901921
2000,07,BOLIVAR,SANTANDER,GUERRILLA,1,5.988953,-73.771346
2000,07,BOLIVAR,SANTANDER,GUERRILLA,1,5.988953,-73.771346
2001,10,BOLIVAR,SANTANDER,GUERRILLA,1,6.156078587,-73.83835271
1999,10,BOLIVAR,SANTANDER,GUERRILLA,1,6.118793257,-73.79222743
1999,10,BOLIVAR,SANTANDER,GUERRILLA,1,6.118793257,-73.79222743
1999,10,BOLIVAR,SANTANDER,GUERRILLA,1,6.118793257,-73.79222743
2001,06,BOLIVAR,SANTANDER,GUERRILLA,1,6.118793257,-73.79222743
1998,10,CALIFORNIA,SANTANDER,GUERRILLA,1,7.36848,-72.916308
2001,01,CIMITARRA,SANTANDER,GUERRILLA,1,6.51892182,-74.10096475
2000,06,EL PEÑON,SANTANDER,GUERRILLA,1,6.094404532,-73.90106143
1999,08,EL PLAYON,SANTANDER,GUERRILLA,1,7.557436923,-73.16272514
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.557436923,-73.16272514
2000,01,EL PLAYON,SANTANDER,GUERRILLA,1,7.557436923,-73.16272514
1999,01,EL PLAYON,SANTANDER,GRUPO PARAMILITAR,1,7.474878765,-73.25673875
1997,07,GIRON,SANTANDER,GUERRILLA,1,7.072749,-73.168257
1998,10,LA BELLEZA,SANTANDER,GUERRILLA,1,5.936441133,-74.01216241
1997,09,LA PAZ,SANTANDER,GUERRILLA,1,6.330071363,-73.67848526
1966,01,LEBRIJA,SANTANDER,GUERRILLA,1,7.113351,-73.219524
2001,02,MATANZA,SANTANDER,GUERRILLA,1,7.371672446,-73.09462277
2001,06,MATANZA,SANTANDER,GUERRILLA,1,7.371672446,-73.09462277
2001,11,MATANZA,SANTANDER,GUERRILLA,1,7.371672446,-73.09462277
2002,09,MATANZA,SANTANDER,GUERRILLA,1,7.371672446,-73.09462277
2003,01,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2007,04,PIEDECUESTA,SANTANDER,GUERRILLA,1,7.015817555,-72.9968425
1999,09,PUENTE NACIONAL,SANTANDER,GUERRILLA,1,5.827241199,-73.66244053
1999,09,PUENTE NACIONAL,SANTANDER,GUERRILLA,1,5.827241199,-73.66244053
1997,09,PUERTO WILCHES,SANTANDER,GUERRILLA,1,7.227041374,-73.84532186
1997,11,PUERTO WILCHES,SANTANDER,GUERRILLA,1,7.246217119,-73.78544308
1997,11,PUERTO WILCHES,SANTANDER,GUERRILLA,1,7.246217119,-73.78544308
1998,05,PUERTO WILCHES,SANTANDER,GUERRILLA,1,7.246217119,-73.78544308
1999,10,PUERTO WILCHES,SANTANDER,GRUPO PARAMILITAR,1,7.850539287,-73.81597956
2001,02,RIONEGRO,SANTANDER,GUERRILLA,1,7.377285,-73.176913
2001,05,SABANA DE TORRES,SANTANDER,GUERRILLA,1,7.269877757,-73.49058922
1998,12,SAN VICENTE DE CHUCURI,SANTANDER,GUERRILLA,1,6.830828057,-73.71248156
1998,12,SAN VICENTE DE CHUCURI,SANTANDER,GUERRILLA,1,6.830828057,-73.71248156
1998,12,SAN VICENTE DE CHUCURI,SANTANDER,GUERRILLA,1,6.830828057,-73.71248156
1997,09,SANTA HELENA DEL OPON,SANTANDER,GUERRILLA,1,6.297450033,-73.64959999
1997,09,SANTA HELENA DEL OPON,SANTANDER,GUERRILLA,1,6.297450033,-73.64959999
1997,09,SANTA HELENA DEL OPON,SANTANDER,GUERRILLA,1,6.297450033,-73.64959999
1997,09,SANTA HELENA DEL OPON,SANTANDER,GUERRILLA,1,6.297450033,-73.64959999
2003,01,SUAITA,SANTANDER,GRUPO PARAMILITAR,2,6.103542,-73.438416
1997,09,SURATA,SANTANDER,GUERRILLA,1,7.469437669,-72.98983855
1999,11,TONA,SANTANDER,GUERRILLA,1,7.186250037,-72.87820252
1999,11,TONA,SANTANDER,GUERRILLA,1,7.186250037,-72.87820252
1999,11,TONA,SANTANDER,GUERRILLA,1,7.186250037,-72.87820252
2001,08,TONA,SANTANDER,GUERRILLA,1,7.186250037,-72.87820252
1960,00,VELEZ,SANTANDER,CRIMEN ORGANIZADO,4,6.204324231,-73.74938397
2001,12,ZAPATOCA,SANTANDER,GUERRILLA,1,6.70691369,-73.28098787
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,04,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2001,05,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
2002,07,COLOSO,SUCRE,GUERRILLA,1,9.594024289,-75.40249252
1999,11,CHALAN,SUCRE,GUERRILLA,1,9.573855167,-75.30315625
1999,11,CHALAN,SUCRE,GUERRILLA,1,9.573855167,-75.30315625
2005,10,CHALAN,SUCRE,GUERRILLA,2,9.545351624,-75.31269631
2009,10,LA UNION,SUCRE,GRUPO POSDESMOVILIZACIÓN,1,8.754251,-75.268484
1998,03,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
1998,03,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
1998,03,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
1998,03,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
1998,09,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
2002,03,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
2002,09,LOS PALMITOS,SUCRE,GUERRILLA,1,9.46380901,-75.21400036
1999,01,LOS PALMITOS,SUCRE,GUERRILLA,1,9.419748423,-75.11573926
1999,01,LOS PALMITOS,SUCRE,GUERRILLA,1,9.419748423,-75.11573926
2002,07,LOS PALMITOS,SUCRE,GUERRILLA,1,9.419748423,-75.11573926
2002,09,LOS PALMITOS,SUCRE,GUERRILLA,1,9.419748423,-75.11573926
2000,05,LOS PALMITOS,SUCRE,GUERRILLA,1,9.428398043,-75.16391069
2001,05,LOS PALMITOS,SUCRE,GUERRILLA,1,9.428398043,-75.16391069
2000,06,MAJAGUAL,SUCRE,GUERRILLA,1,8.472283097,-74.71589199
1997,05,MAJAGUAL,SUCRE,GUERRILLA,1,8.522167521,-74.65340032
1997,05,MAJAGUAL,SUCRE,GUERRILLA,1,8.522167521,-74.65340032
1998,07,MAJAGUAL,SUCRE,GUERRILLA,1,8.522167521,-74.65340032
1997,05,MAJAGUAL,SUCRE,GUERRILLA,1,8.600614539,-74.69561402
1997,05,MAJAGUAL,SUCRE,GUERRILLA,1,8.600614539,-74.69561402
2002,05,OVEJAS,SUCRE,GUERRILLA,1,9.485913087,-75.06654264
2003,07,OVEJAS,SUCRE,GUERRILLA,2,9.498087994,-75.03915127
2000,02,SAN ONOFRE,SUCRE,GUERRILLA,1,9.825355465,-75.43047003
2000,02,SAN ONOFRE,SUCRE,GUERRILLA,1,9.825355465,-75.43047003
2000,11,SAN ONOFRE,SUCRE,GUERRILLA,1,9.831237517,-75.53983782
2000,05,SAN ONOFRE,SUCRE,GUERRILLA,1,9.885061878,-75.42635108
1999,07,SAN PEDRO,SUCRE,GUERRILLA,1,9.347971783,-75.03211346
1999,01,SAN LUIS DE SINCE,SUCRE,GUERRILLA,1,9.331426513,-75.10981492
1997,08,SUCRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,8.815169805,-74.62671589
2003,03,SUCRE,SUCRE,GUERRILLA,3,8.801217001,-74.61593765
2003,03,SUCRE,SUCRE,GUERRILLA,1,8.801217001,-74.61593765
1992,07,SUCRE,SUCRE,GUERRILLA,1,8.801217001,-74.61593765
2002,05,SUCRE,SUCRE,GUERRILLA,1,8.791970742,-74.75656704
2002,05,SUCRE,SUCRE,GUERRILLA,1,8.791970742,-74.75656704
1999,11,SAN JOSE DE TOLUVIEJO,SUCRE,GUERRILLA,1,9.539752618,-75.41823957
1999,11,SAN JOSE DE TOLUVIEJO,SUCRE,GUERRILLA,1,9.539752618,-75.41823957
2000,09,SAN JOSE DE TOLUVIEJO,SUCRE,GUERRILLA,1,9.539752618,-75.41823957
2007,08,SAN JOSE DE TOLUVIEJO,SUCRE,GUERRILLA,1,9.406896956,-75.49355014
2001,12,SAN JOSE DE TOLUVIEJO,SUCRE,GUERRILLA,2,9.398864075,-75.41489023
2002,02,IBAGUE,TOLIMA,GUERRILLA,4,4.556652,-75.321373
2002,10,IBAGUE,TOLIMA,GUERRILLA,1,4.453404,-75.350497
2002,10,IBAGUE,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,2,4.51975,-75.409379
2002,08,IBAGUE,TOLIMA,GUERRILLA,1,4.523573,-75.310625
2002,08,IBAGUE,TOLIMA,GUERRILLA,1,4.523573,-75.310625
2006,11,IBAGUE,TOLIMA,GUERRILLA,1,4.490906,-75.286886
2007,07,IBAGUE,TOLIMA,GRUPO POSDESMOVILIZACIÓN,5,4.508348975,-75.29874634
2006,08,IBAGUE,TOLIMA,GUERRILLA,1,4.466344135,-75.05634756
2001,01,ALPUJARRA,TOLIMA,GUERRILLA,1,3.489913786,-74.87322618
1962,01,AMBALEMA,TOLIMA,CRIMEN ORGANIZADO,4,4.782682,-74.764429
2005,07,ANZOATEGUI,TOLIMA,GUERRILLA,1,4.600019936,-75.17584075
2002,08,ARMERO,TOLIMA,GRUPO PARAMILITAR,1,5.030744,-74.884438
1985,08,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
1997,08,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
1998,04,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
1998,04,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
1998,04,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2000,06,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2001,11,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2001,11,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2001,11,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2001,11,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2002,08,ARMERO,TOLIMA,GUERRILLA,3,5.030744,-74.884438
2004,08,ARMERO,TOLIMA,GUERRILLA,1,5.030744,-74.884438
2006,12,ARMERO,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,1,5.030744,-74.884438
2005,06,ATACO,TOLIMA,GUERRILLA,1,3.590591,-75.382545
2000,01,ATACO,TOLIMA,GUERRILLA,1,3.397816313,-75.60687957
2014,05,CHAPARRAL,TOLIMA,GUERRILLA,2,3.727877182,-75.64024497
2001,03,CHAPARRAL,TOLIMA,GUERRILLA,1,3.904871228,-75.69590357
1963,01,COYAIMA,TOLIMA,GRUPO ARMADO NO IDENTIFICADO,2,3.723735272,-75.1900582
1999,01,CUNDAY,TOLIMA,GUERRILLA,1,4.059259,-74.692227
2000,04,CUNDAY,TOLIMA,GUERRILLA,1,3.864015396,-74.71143886
2000,02,DOLORES,TOLIMA,GUERRILLA,1,3.609160646,-74.83195287
2002,01,DOLORES,TOLIMA,GUERRILLA,1,3.636264917,-74.76822408
1998,04,FRESNO,TOLIMA,GUERRILLA,1,5.193828684,-75.08205413
2000,08,HERVEO,TOLIMA,GUERRILLA,1,5.133682559,-75.14289028
1997,11,ICONONZO,TOLIMA,GUERRILLA,1,4.093715274,-74.58750557
2000,03,LERIDA,TOLIMA,GUERRILLA,1,4.953301676,-74.96541215
2000,03,LERIDA,TOLIMA,GUERRILLA,1,4.953301676,-74.96541215
2000,07,LERIDA,TOLIMA,GUERRILLA,1,4.953301676,-74.96541215
2000,09,LIBANO,TOLIMA,GUERRILLA,1,4.949387904,-74.99446424
2000,12,LIBANO,TOLIMA,GUERRILLA,1,4.949387904,-74.99446424
2005,08,NATAGAIMA,TOLIMA,GUERRILLA,1,3.530417138,-75.1048454
1966,01,ORTEGA,TOLIMA,CRIMEN ORGANIZADO,2,3.934916,-75.222601
2008,06,PLANADAS,TOLIMA,GRUPO POSDESMOVILIZACIÓN,2,3.275245932,-75.74692537
1979,11,PLANADAS,TOLIMA,GUERRILLA,5,3.275245932,-75.74692537
2000,04,PLANADAS,TOLIMA,GUERRILLA,1,3.091560041,-75.67171697
2005,06,PURIFICACION,TOLIMA,GUERRILLA,1,3.865183107,-74.96593418
1999,04,RIOBLANCO,TOLIMA,GRUPO PARAMILITAR,1,3.285629458,-75.81865177
1998,12,ROVIRA,TOLIMA,GUERRILLA,1,4.297688577,-75.26480455
2002,01,ROVIRA,TOLIMA,GUERRILLA,1,4.297688577,-75.26480455
1997,10,ROVIRA,TOLIMA,GUERRILLA,1,4.059613275,-75.34762401
2002,12,SAN ANTONIO,TOLIMA,GUERRILLA,1,4.056029228,-75.41023401
2007,02,SANTA ISABEL,TOLIMA,GUERRILLA,1,4.763238544,-75.03130389
1998,03,VENADILLO,TOLIMA,GUERRILLA,1,4.671326096,-74.88573202
1998,03,VENADILLO,TOLIMA,GUERRILLA,1,4.671326096,-74.88573202
1999,10,VENADILLO,TOLIMA,GUERRILLA,1,4.671326096,-74.88573202
2003,08,VENADILLO,TOLIMA,GUERRILLA,1,4.671326096,-74.88573202
2004,09,VENADILLO,TOLIMA,GUERRILLA,1,4.671326096,-74.88573202
2008,02,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,2,3.414162,-76.521469
1999,11,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,2,3.414162,-76.521469
2003,05,SANTIAGO DE CALI,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.414162,-76.521469
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,06,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.468481024,-76.63058416
1993,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,3,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2001,08,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.364863347,-76.56151229
2013,10,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,2,3.364863347,-76.56151229
2000,01,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.328525378,-76.63365392
2001,11,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.328525378,-76.63365392
2001,11,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.328525378,-76.63365392
2002,02,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.328525378,-76.63365392
2001,11,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.343146,-76.592107
1990,11,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,3,3.998361639,-76.97519277
2004,03,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,2,3.998361639,-76.97519277
2002,09,BUENAVENTURA,VALLE DEL CAUCA,GUERRILLA,2,3.808294,-76.86669
2003,12,GUADALAJARA DE BUGA,VALLE DEL CAUCA,GUERRILLA,1,3.816268798,-76.30615043
2000,08,CAICEDONIA,VALLE DEL CAUCA,GUERRILLA,1,4.317988,-75.825155
2000,06,CAICEDONIA,VALLE DEL CAUCA,GUERRILLA,1,4.237391,-75.831108
2004,01,CANDELARIA,VALLE DEL CAUCA,GUERRILLA,1,3.396581008,-76.38744224
2005,04,CANDELARIA,VALLE DEL CAUCA,GUERRILLA,1,3.396581008,-76.38744224
2010,03,CANDELARIA,VALLE DEL CAUCA,GUERRILLA,1,3.396581008,-76.38744224
2009,04,CANDELARIA,VALLE DEL CAUCA,GUERRILLA,1,3.396581008,-76.38744224
1962,01,CARTAGO,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,4.758755,-75.942264
2001,07,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.657318,-76.68886
2001,11,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.572290157,-76.6464921
2002,01,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.572290157,-76.6464921
2005,01,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.572290157,-76.6464921
2008,12,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.572290157,-76.6464921
2003,06,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.78127159,-76.76043398
2002,12,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.607888888,-76.71057091
2001,12,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.528454393,-76.71213721
2002,01,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.528454393,-76.71213721
2002,03,DAGUA,VALLE DEL CAUCA,GUERRILLA,4,3.528454393,-76.71213721
2002,04,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.528454393,-76.71213721
2002,10,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.528454393,-76.71213721
2002,11,DAGUA,VALLE DEL CAUCA,GUERRILLA,3,3.528454393,-76.71213721
2008,05,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.528454393,-76.71213721
2003,01,DAGUA,VALLE DEL CAUCA,GUERRILLA,1,3.560207466,-76.7144653
2002,08,EL AGUILA,VALLE DEL CAUCA,GUERRILLA,3,4.911536609,-75.98864289
2006,04,LA CELIA,RISARALDA,GUERRILLA,4,4.988127679,-76.00822678
1960,05,EL CERRITO,VALLE DEL CAUCA,CRIMEN ORGANIZADO,7,3.665086498,-76.1922808
2000,02,EL CERRITO,VALLE DEL CAUCA,GUERRILLA,1,3.652730943,-76.23286485
2004,04,EL DOVIO,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,4.477,-76.301
2000,03,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.287368431,-76.29849373
2005,04,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.287368431,-76.29849373
2002,11,FLORIDA,VALLE DEL CAUCA,GUERRILLA,2,3.283509608,-76.22309028
2000,02,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.312640104,-76.2163115
2000,11,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.312640104,-76.2163115
2000,11,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.312640104,-76.2163115
2005,10,FLORIDA,VALLE DEL CAUCA,GUERRILLA,1,3.273515773,-76.22063822
1997,03,GUACARI,VALLE DEL CAUCA,GUERRILLA,1,3.764102855,-76.36745713
2000,11,JAMUNDI,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,3.123183517,-76.62396293
2002,01,JAMUNDI,VALLE DEL CAUCA,GUERRILLA,3,3.185882988,-76.67340757
1999,10,JAMUNDI,VALLE DEL CAUCA,GUERRILLA,1,3.133891481,-76.5430923
2000,01,JAMUNDI,VALLE DEL CAUCA,GUERRILLA,1,3.236351839,-76.51630968
1998,09,LA VICTORIA,VALLE DEL CAUCA,GUERRILLA,1,4.50788884,-76.0052308
1997,02,OBANDO,VALLE DEL CAUCA,GUERRILLA,1,4.650504878,-76.02188299
1998,04,PALMIRA,VALLE DEL CAUCA,GUERRILLA,1,3.542544595,-76.2420096
2004,05,PALMIRA,VALLE DEL CAUCA,GUERRILLA,1,3.687787067,-76.03413316
2001,10,PALMIRA,VALLE DEL CAUCA,GUERRILLA,1,3.572748,-76.185418
2006,02,PALMIRA,VALLE DEL CAUCA,GUERRILLA,1,3.594745726,-76.19862628
2001,04,PALMIRA,VALLE DEL CAUCA,GUERRILLA,1,3.571156756,-76.22089341
2004,03,RIOFRIO,VALLE DEL CAUCA,GUERRILLA,1,4.070385808,-76.38875878
2004,02,RIOFRIO,VALLE DEL CAUCA,GUERRILLA,1,4.126888646,-76.37108608
2004,04,RIOFRIO,VALLE DEL CAUCA,GUERRILLA,1,4.126888646,-76.37108608
1963,01,SEVILLA,VALLE DEL CAUCA,CRIMEN ORGANIZADO,2,4.267033,-75.930941
1999,01,TORO,VALLE DEL CAUCA,GUERRILLA,1,4.59361817,-76.0624066
2000,01,TULUA,VALLE DEL CAUCA,GUERRILLA,1,4.032708421,-75.88541458
2002,08,TULUA,VALLE DEL CAUCA,GRUPO PARAMILITAR,3,4.032708421,-75.88541458
2011,08,TULUA,VALLE DEL CAUCA,GUERRILLA,1,4.049370261,-76.14927324
2000,08,TULUA,VALLE DEL CAUCA,GRUPO PARAMILITAR,1,4.038738498,-76.08903017
1997,11,ARAUCA,ARAUCA,GUERRILLA,1,6.938571693,-70.27153378
2014,05,ARAUCA,ARAUCA,GUERRILLA,3,6.938571693,-70.27153378
2010,11,ARAUCA,ARAUCA,GUERRILLA,1,7.090128,-70.724138
2011,05,ARAUQUITA,ARAUCA,GUERRILLA,1,7.021781365,-71.38508157
2014,01,ARAUQUITA,ARAUCA,GUERRILLA,1,6.961532629,-71.62315481
2014,02,ARAUQUITA,ARAUCA,GUERRILLA,1,6.961532629,-71.62315481
2011,03,ARAUQUITA,ARAUCA,GUERRILLA,1,6.703488429,-71.04775535
2014,08,FORTUL,ARAUCA,GUERRILLA,1,6.744935177,-71.7131086
2009,00,SARAVENA,ARAUCA,GUERRILLA,1,7.010793984,-71.78369607
2014,03,SARAVENA,ARAUCA,GUERRILLA,1,6.85121621,-71.79370138
2007,07,SARAVENA,ARAUCA,GUERRILLA,6,7.059249956,-71.7658984
1985,11,TAME,ARAUCA,GUERRILLA,1,6.450575,-71.75892
2002,03,TAME,ARAUCA,GRUPO PARAMILITAR,3,6.491362929,-71.55897219
2001,12,TAME,ARAUCA,GUERRILLA,1,6.491362929,-71.55897219
2002,03,TAME,ARAUCA,GRUPO PARAMILITAR,1,6.491362929,-71.55897219
1997,07,TAME,ARAUCA,GUERRILLA,1,6.241454566,-71.45266224
